hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,112,2017,June,26,30,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,120.9,0,1,Check-Out,7/1/17
Resort Hotel,0,28,2017,July,26,1,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,128,0,1,Check-Out,7/2/17
Resort Hotel,0,45,2017,July,26,1,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,150,0,1,Check-Out,7/2/17
Resort Hotel,0,0,2017,July,27,2,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,F,2,No Deposit,306,NULL,0,Transient,117.74,0,1,Check-Out,7/3/17
Resort Hotel,0,1,2017,July,27,3,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,173,0,1,Check-Out,7/4/17
Resort Hotel,0,133,2017,July,27,3,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,240,NULL,0,Transient,170,0,0,Check-Out,7/5/17
Resort Hotel,0,159,2017,July,27,2,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,96.25,0,1,Check-Out,7/5/17
Resort Hotel,0,72,2017,July,27,5,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,162,1,1,Check-Out,7/7/17
Resort Hotel,0,57,2017,July,27,5,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,200,0,1,Check-Out,7/8/17
Resort Hotel,0,0,2017,July,28,9,1,0,1,0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,160,0,0,Check-Out,7/10/17
Resort Hotel,0,153,2017,July,28,9,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,120,0,1,Check-Out,7/12/17
Resort Hotel,0,10,2017,July,27,8,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,177,0,0,Check-Out,7/12/17
Resort Hotel,0,21,2017,July,28,12,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,E,0,No Deposit,250,NULL,0,Transient,167.25,0,1,Check-Out,7/14/17
Resort Hotel,0,0,2017,July,28,13,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241,NULL,0,Transient,96,0,1,Check-Out,7/14/17
Resort Hotel,0,164,2017,July,28,9,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,185,0,1,Check-Out,7/15/17
Resort Hotel,0,0,2017,July,28,14,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241,NULL,0,Transient,142,1,1,Check-Out,7/15/17
Resort Hotel,0,89,2017,July,28,13,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,201.67,0,1,Check-Out,7/16/17
Resort Hotel,0,0,2017,July,28,15,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,147.7,0,1,Check-Out,7/16/17
Resort Hotel,0,0,2017,July,29,16,1,0,3,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,160,0,0,Check-Out,7/17/17
Resort Hotel,0,0,2017,July,28,15,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,168,0,0,Check-Out,7/18/17
Resort Hotel,0,0,2017,July,28,15,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,205.33,0,0,Check-Out,7/18/17
Resort Hotel,0,33,2017,July,28,11,2,5,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,241.86,1,0,Check-Out,7/18/17
Resort Hotel,0,39,2017,July,28,15,2,2,1,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,204.16,0,1,Check-Out,7/19/17
Resort Hotel,0,39,2017,July,28,15,2,2,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,220.16,1,1,Check-Out,7/19/17
Resort Hotel,0,199,2017,July,28,15,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,150,0,1,Check-Out,7/20/17
Resort Hotel,0,32,2017,July,29,20,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,190,0,1,Check-Out,7/21/17
Resort Hotel,0,1,2017,July,29,20,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,228,1,1,Check-Out,7/21/17
Resort Hotel,0,17,2017,July,29,21,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,156.6,0,1,Check-Out,7/23/17
Resort Hotel,0,6,2017,July,29,21,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,142.21,0,1,Check-Out,7/23/17
Resort Hotel,0,9,2017,July,29,21,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,222,0,1,Check-Out,7/23/17
Resort Hotel,0,6,2017,July,30,25,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,231,0,1,Check-Out,7/27/17
Resort Hotel,0,0,2017,July,30,28,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,306,NULL,0,Transient,105.31,1,0,Check-Out,7/31/17
Resort Hotel,0,0,2017,July,30,28,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306,NULL,0,Transient,102.73,0,0,Check-Out,7/31/17
Resort Hotel,0,281,2017,July,31,30,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,170.24,0,1,Check-Out,8/2/17
Resort Hotel,0,60,2017,July,30,29,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,270,0,1,Check-Out,8/3/17
Resort Hotel,0,76,2017,August,31,1,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,250,0,3,Check-Out,8/3/17
Resort Hotel,0,0,2017,August,31,4,0,0,2,0,0,BB,USA,Direct,Direct,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,8/4/17
Resort Hotel,0,112,2017,July,31,30,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,246,0,1,Check-Out,8/4/17
Resort Hotel,0,117,2017,August,31,1,0,4,2,2,0,BB,USA,Direct,Direct,0,0,0,H,H,1,No Deposit,250,NULL,0,Transient,315.5,0,1,Check-Out,8/5/17
Resort Hotel,0,29,2017,August,31,3,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241,NULL,0,Transient,176.4,0,1,Check-Out,8/5/17
Resort Hotel,0,3,2017,August,31,4,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,164,0,1,Check-Out,8/6/17
Resort Hotel,0,2,2017,August,32,9,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,230,1,1,Check-Out,8/10/17
Resort Hotel,0,27,2017,August,32,8,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,241,NULL,0,Transient,232,0,1,Check-Out,8/10/17
Resort Hotel,0,27,2017,August,32,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,202,0,1,Check-Out,8/10/17
Resort Hotel,0,3,2017,August,32,12,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,324,1,1,Check-Out,8/13/17
Resort Hotel,0,27,2017,August,33,13,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,181.2,1,2,Check-Out,8/14/17
Resort Hotel,0,6,2017,August,33,14,1,1,2,2,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,NULL,NULL,0,Transient,300,0,1,Check-Out,8/16/17
Resort Hotel,0,220,2017,August,33,13,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,242,NULL,0,Transient,252.33,1,2,Check-Out,8/16/17
Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,203.67,0,4,Check-Out,8/17/17
Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,203.67,0,4,Check-Out,8/17/17
Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,217.67,0,4,Check-Out,8/17/17
Resort Hotel,0,173,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,200,0,4,Check-Out,8/17/17
Resort Hotel,0,5,2017,August,33,16,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,210,0,2,Check-Out,8/17/17
Resort Hotel,0,77,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241,NULL,0,Transient,216,0,2,Check-Out,8/18/17
Resort Hotel,0,35,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,222.8,1,1,Check-Out,8/18/17
Resort Hotel,0,77,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241,NULL,0,Transient,200,0,2,Check-Out,8/18/17
Resort Hotel,0,19,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,232,0,1,Check-Out,8/19/17
Resort Hotel,0,6,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,230,0,0,Check-Out,8/19/17
Resort Hotel,0,24,2017,August,33,18,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,250,0,4,Check-Out,8/19/17
Resort Hotel,0,176,2017,August,33,18,0,2,2,2,0,HB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,279,0,1,Check-Out,8/20/17
Resort Hotel,0,28,2017,August,34,20,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,250,0,1,Check-Out,8/22/17
Resort Hotel,0,194,2017,August,33,19,2,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,125,0,0,Check-Out,8/23/17
Resort Hotel,0,64,2017,August,34,23,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,2,No Deposit,250,NULL,0,Transient,265,0,1,Check-Out,8/27/17
Resort Hotel,0,49,2017,August,34,25,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,157.99,0,1,Check-Out,8/28/17
Resort Hotel,0,30,2017,August,34,26,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241,NULL,0,Transient,182,1,1,Check-Out,8/28/17
Resort Hotel,0,92,2017,August,34,23,2,4,3,2,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,328.33,0,2,Check-Out,8/29/17
Resort Hotel,0,125,2017,August,35,28,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,204,0,1,Check-Out,8/30/17
Resort Hotel,0,125,2017,August,35,28,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,228.89,0,1,Check-Out,8/30/17
Resort Hotel,0,21,2017,August,35,30,0,2,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,G,1,No Deposit,241,NULL,0,Transient,186,0,2,Check-Out,9/1/17
Resort Hotel,0,45,2017,August,35,31,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,214,0,2,Check-Out,9/2/17
Resort Hotel,0,126,2017,August,35,29,0,5,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,2,No Deposit,250,NULL,0,Transient,240.6,1,1,Check-Out,9/3/17
City Hotel,0,0,2015,August,32,6,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,9,0,Transient,81,0,0,Check-Out,8/7/15
City Hotel,0,1,2015,August,33,10,1,0,2,0,0,SC,USA,Online TA,Direct,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,96,0,2,Check-Out,8/11/15
City Hotel,0,5,2015,August,33,11,4,15,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,4,No Deposit,14,NULL,0,Transient,75,0,2,Check-Out,8/30/15
City Hotel,0,39,2015,August,33,14,0,2,1,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,87,0,0,Check-Out,8/16/15
City Hotel,0,3,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,143,0,1,Check-Out,9/6/15
City Hotel,0,82,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,2,Check-Out,9/6/15
City Hotel,0,0,2015,September,37,7,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,133.5,0,1,Check-Out,9/9/15
City Hotel,0,52,2015,September,37,7,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,72.76,0,2,Check-Out,9/9/15
City Hotel,0,8,2015,September,37,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,NULL,0,Transient,80.85,0,2,Check-Out,9/10/15
City Hotel,0,0,2015,September,37,9,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,152,0,2,Check-Out,9/12/15
City Hotel,0,0,2015,September,37,9,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,152,0,2,Check-Out,9/12/15
City Hotel,0,17,2015,September,37,10,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.92,0,0,Check-Out,9/12/15
City Hotel,0,34,2015,September,37,10,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,145.8,0,2,Check-Out,9/13/15
City Hotel,0,18,2015,September,38,15,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.92,0,1,Check-Out,9/18/15
City Hotel,0,12,2015,September,38,15,2,7,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,130.22,0,1,Check-Out,9/24/15
City Hotel,0,12,2015,September,38,15,2,7,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,130.22,0,1,Check-Out,9/24/15
City Hotel,0,15,2015,September,38,16,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Contract,115,0,2,Check-Out,9/18/15
City Hotel,0,23,2015,September,38,16,1,4,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Transient,68,0,1,Check-Out,9/21/15
City Hotel,0,42,2015,September,38,16,2,4,1,0,0,BB,USA,Direct,Direct,0,0,0,A,D,0,No Deposit,14,NULL,0,Transient,104.5,0,0,Check-Out,9/22/15
City Hotel,0,32,2015,September,38,18,2,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,NULL,0,Contract,141.53,0,2,Check-Out,9/22/15
City Hotel,0,41,2015,September,38,18,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,74.4,0,0,Check-Out,9/23/15
City Hotel,0,32,2015,September,39,23,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,155.8,0,1,Check-Out,9/27/15
City Hotel,0,62,2015,September,40,27,4,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,131.51,0,3,Check-Out,10/6/15
City Hotel,0,42,2015,September,40,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,86.4,0,1,Check-Out,10/1/15
City Hotel,0,51,2015,September,40,30,2,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,69.12,0,1,Check-Out,10/8/15
City Hotel,0,27,2015,October,41,4,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7,NULL,0,Transient,80.85,0,1,Check-Out,10/5/15
City Hotel,0,28,2015,October,41,5,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,94.5,0,2,Check-Out,10/6/15
City Hotel,0,93,2015,October,41,7,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,89.25,0,1,Check-Out,10/11/15
City Hotel,0,45,2015,October,42,16,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7,NULL,0,Transient,78.54,0,2,Check-Out,10/20/15
City Hotel,0,57,2015,October,43,22,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,94.5,0,1,Check-Out,10/23/15
City Hotel,0,62,2015,October,44,29,0,1,2,2,0,SC,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Contract,139.5,0,1,Check-Out,10/30/15
City Hotel,0,233,2015,November,45,7,1,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,1,Check-Out,11/9/15
City Hotel,0,6,2015,December,51,17,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,74.69,0,0,Check-Out,12/19/15
City Hotel,0,10,2015,December,52,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,52.36,0,1,Check-Out,12/24/15
City Hotel,0,4,2015,December,52,26,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,92.43,0,1,Check-Out,1/2/16
City Hotel,0,21,2015,December,53,27,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,187,0,1,Check-Out,12/31/15
City Hotel,0,0,2015,December,53,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,74.69,0,1,Check-Out,12/29/15
City Hotel,0,30,2016,January,1,1,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,92,0,1,Check-Out,1/3/16
City Hotel,0,0,2016,January,1,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,74.67,0,0,Check-Out,1/3/16
City Hotel,0,2,2016,January,2,3,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,67.66,0,0,Check-Out,1/5/16
City Hotel,0,1,2016,January,2,6,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient-Party,89,0,0,Check-Out,1/7/16
City Hotel,0,23,2016,January,3,11,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,61,0,0,Check-Out,1/12/16
City Hotel,0,23,2016,January,3,11,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,62,0,0,Check-Out,1/12/16
City Hotel,0,9,2016,January,3,15,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.3,0,1,Check-Out,1/17/16
City Hotel,0,11,2016,January,4,17,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98,1,2,Check-Out,1/19/16
City Hotel,1,11,2016,February,6,1,2,5,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79,0,0,Canceled,1/28/16
City Hotel,0,53,2016,February,6,4,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,65.75,0,0,Check-Out,2/9/16
City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.3,0,1,Check-Out,2/6/16
City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.3,1,1,Check-Out,2/6/16
City Hotel,1,9,2016,February,6,5,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,79,0,0,Canceled,1/29/16
City Hotel,1,35,2016,February,7,11,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,67.5,0,0,Canceled,1/14/16
City Hotel,0,37,2016,February,7,12,1,2,0,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,69.5,0,1,Check-Out,2/15/16
City Hotel,1,22,2016,February,7,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,80.8,0,0,Canceled,1/21/16
City Hotel,1,1,2016,February,9,22,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85,0,0,No-Show,2/22/16
City Hotel,1,10,2016,February,9,25,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93,0,0,Canceled,2/25/16
City Hotel,1,4,2016,March,10,5,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,118,0,0,Canceled,3/4/16
City Hotel,1,70,2016,March,11,9,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,67.5,0,1,Canceled,1/13/16
City Hotel,1,30,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,77.5,0,0,Canceled,2/11/16
City Hotel,1,29,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,77.5,0,2,Canceled,2/12/16
City Hotel,0,87,2016,March,11,9,1,4,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,53.67,0,1,Check-Out,3/14/16
City Hotel,1,35,2016,March,11,10,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,71.1,0,0,Canceled,2/4/16
City Hotel,1,2,2016,March,11,10,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,0,No-Show,3/10/16
City Hotel,1,69,2016,March,11,12,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,150.3,0,1,Canceled,1/8/16
City Hotel,1,69,2016,March,11,12,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,150.3,0,1,Canceled,1/8/16
City Hotel,1,69,2016,March,11,12,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,72.9,0,1,Canceled,1/8/16
City Hotel,1,35,2016,March,12,14,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,71.1,0,0,No-Show,3/14/16
City Hotel,0,72,2016,March,12,16,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81.3,0,1,Check-Out,3/19/16
City Hotel,0,71,2016,March,12,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,69.05,0,0,Check-Out,3/19/16
City Hotel,0,71,2016,March,12,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,69,0,1,Check-Out,3/19/16
City Hotel,0,75,2016,March,13,21,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,78.15,0,0,Check-Out,3/23/16
City Hotel,0,75,2016,March,13,21,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,78,0,0,Check-Out,3/23/16
City Hotel,0,78,2016,March,13,21,1,5,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,154.7,0,0,Check-Out,3/27/16
